uniq_pair,layer_from,node_from,layer_to,node_to,length,pident,plasmid.length.query,plasmid.length.subject,edge_type,weight
L17N6101_L20N7276,17,6101,20,7276,1726,100,2208,2208,Inter,0.7817028985507246
L17N6101_L21N7674,17,6101,21,7674,2055,100,2208,2208,Inter,0.9307065217391305
L17N6101_L22N8184,17,6101,22,8184,1363,100,2208,2208,Inter,0.6173007246376812
L17N6103_L21N7676,17,6103,21,7676,1589,100,2203,2203,Inter,0.7212891511575125
L17N6106_L20N7279,17,6106,20,7279,1655,100,2183,2183,Inter,0.7581310123683005
L17N6106_L21N7678,17,6106,21,7678,1674,100,2183,2183,Inter,0.7668346312414109
L17N6106_L22N8185,17,6106,22,8185,1995,100,2183,2183,Inter,0.9138799816765919
L17N6106_L8N1564,8,1564,17,6106,1616,100,2183,2183,Inter,0.7402656894182318
L17N6106_L9N2619,9,2619,17,6106,2125,99.953,2183,2183,Inter,0.9729735455794778
L17N6109_L18N6756,17,6109,18,6756,1567,100,2146,2146,Inter,0.7301957129543336
L17N6109_L20N7280,17,6109,20,7280,1856,99.946,2146,2146,Inter,0.8643978378378379
L17N6109_L22N8189,22,8189,17,6109,1424,99.93,2146,2146,Inter,0.6630956197576887
L17N6109_L6N722,17,6109,6,722,2017,99.95,2146,2146,Inter,0.9394182199440821
L17N6113_L20N7281,17,6113,20,7281,1917,99.896,2125,2125,Inter,0.9011794447058824
L17N6113_L21N7686,17,6113,21,7686,1387,99.928,2125,2125,Inter,0.652235934117647
L17N6113_L22N8192,17,6113,22,8192,2125,99.906,2125,2125,Inter,0.9990600000000001
L17N6114_L18N6759,17,6114,18,6759,1338,99.626,2118,2114,Inter,0.6293653824362607
L17N6114_L21N7688,17,6114,21,7688,1449,99.655,2118,2114,Inter,0.6817757082152975
L17N6114_L22N8193,22,8193,17,6114,1517,99.934,2114,2118,Inter,0.7157690179414542
L17N6114_L5N422,17,6114,5,422,1167,99.486,2118,2114,Inter,0.5481594050991502
L17N6114_L8N1582,8,1582,17,6114,1566,99.936,2114,2118,Inter,0.7389035694050992
L17N6116_L22N8194,17,6116,22,8194,1301,100,2104,2104,Inter,0.6183460076045627
L17N6116_L9N2635,9,2635,17,6116,1275,99.765,2105,2104,Inter,0.6042773159144893
L17N6117_L22N8196,17,6117,22,8196,1460,100,2100,2100,Inter,0.6952380952380952
L17N6118_L18N6763,17,6118,18,6763,1131,100,2088,2088,Inter,0.5416666666666666
L17N6118_L20N7283,17,6118,20,7283,1206,100,2088,2088,Inter,0.5775862068965517
L17N6118_L21N7695,17,6118,21,7695,1984,100,2088,2088,Inter,0.9501915708812261
L17N6118_L22N8199,17,6118,22,8199,1497,99.933,2088,2088,Inter,0.7164736637931035
L17N6118_L8N1593,8,1593,17,6118,2039,99.461,2088,2088,Inter,0.9712690565134099
L17N6120_L21N7698,21,7698,17,6120,1432,99.86,2072,2072,Inter,0.6901521235521235
L17N6120_L3N212,3,212,17,6120,1356,99.779,2051,2072,Inter,0.6529938416988417
L17N6120_L5N429,5,429,17,6120,1574,100,2072,2072,Inter,0.7596525096525096
L17N6120_L6N727,6,727,17,6120,1869,100,2072,2072,Inter,0.902027027027027
L17N6127_L20N7292,17,6127,20,7292,1900,99.684,2017,2017,Inter,0.9390163609320773
L17N6127_L5N434,5,434,17,6127,1447,99.724,2017,2017,Inter,0.715422052553297
L17N6127_L6N731,17,6127,6,731,1138,98.682,2017,2017,Inter,0.5567680515617254
L17N6130_L20N7293,17,6130,20,7293,1194,98.492,2014,2013,Inter,0.5839098709036743
L17N6130_L21N7710,17,6130,21,7710,1119,97.051,2014,2013,Inter,0.5392257646474677
L17N6130_L22N8210,17,6130,22,8210,1972,99.239,2014,2014,Inter,0.9716946772591857
L17N6131_L18N6773,17,6131,18,6773,1886,99.894,2010,2008,Inter,0.9373138507462687
L17N6131_L21N7711,21,7711,17,6131,1293,99.149,2011,2010,Inter,0.6374920785678767
L17N6132_L21N7709,21,7709,17,6132,1785,100,2014,2008,Inter,0.8862959285004965
L17N6134_L21N7712,17,6134,21,7712,1351,99.408,2004,2004,Inter,0.6701607185628742
L17N6134_L6N733,17,6134,6,733,1455,99.931,2004,2004,Inter,0.7255469311377245
L17N724_L18N6762,17,724,18,6762,1435,98.188,2091,2091,Inter,0.6738392156862745
L17N724_L21N7682,17,724,21,7682,1378,97.533,2091,2134,Inter,0.6298054076850984
L17N724_L22N8197,17,724,22,8197,1110,98.108,2091,2091,Inter,0.5208028694404592
L17N724_L5N414,17,724,5,414,1430,93.566,2091,2220,Inter,0.60269990990991
L17N724_L9N2639,9,2639,17,724,1902,94.795,2078,2091,Inter,0.8622672883787662
L17N8122_L18N140,18,140,17,8122,1700,100,2977,2977,Inter,0.5710446758481693
L17N8122_L18N6715,18,6715,17,8122,1864,99.893,3086,2977,Inter,0.603371847051199
L17N8122_L1N140,17,8122,1,140,1700,100,2977,2977,Inter,0.5710446758481693
L17N8122_L20N7219,17,8122,20,7219,2090,100,2977,2977,Inter,0.7020490426603964
L17N8122_L21N7585,21,7585,17,8122,675,96,3348,2977,Inter,0.1935483870967742
L17N8122_L3N201,17,8122,3,201,2626,100,2977,2977,Inter,0.8820960698689956
L17N8122_L4N291,17,8122,4,291,2300,100,2977,2977,Inter,0.7725898555592878
L17N8122_L6N691,6,691,17,8122,2228,100,2977,2977,Inter,0.7484044339939536
L17N8122_L8N140,8,140,17,8122,1700,100,2977,2977,Inter,0.5710446758481693
L17N8122_L8N6715,8,6715,17,8122,1864,99.893,3086,2977,Inter,0.603371847051199
L17N86_L20N86,17,86,20,86,2743,100,2743,2743,Inter,1
L18N140_L18N6715,18,140,18,6715,2555,99.922,2977,3086,Intra,0.8272868114063513
L18N140_L20N7219,18,140,20,7219,2588,100,2977,2977,Inter,0.8693315418206248
L18N140_L22N8122,18,140,22,8122,1700,100,2977,2977,Inter,0.5710446758481693
L18N140_L3N201,18,140,3,201,2052,100,2977,2977,Inter,0.6892845146120256
L18N140_L4N291,18,140,4,291,2377,100,2977,2977,Inter,0.7984548202888814
L18N140_L6N691,18,140,6,691,2450,100,2977,2977,Inter,0.8229761504870675
L18N140_L8N6715,18,140,8,6715,2555,99.922,2977,3086,Inter,0.8272868114063513
L18N141_L20N7250,18,141,20,7250,1459,100,2449,2449,Inter,0.5957533687219273
L18N141_L22N8165,22,8165,18,141,1421,100,2411,2449,Inter,0.5802368313597387
L18N141_L4N294,18,141,4,294,2208,100,2449,2449,Inter,0.9015924867292773
L18N141_L5N415,18,141,5,415,1422,100,2449,2220,Inter,0.5806451612903226
L18N141_L8N1486,18,141,8,1486,1947,99.538,2449,2586,Inter,0.7494218329466357
L18N3952_L18N6702,18,3952,18,6702,4381,100,6709,6709,Intra,0.6530034282307349
L18N3952_L19N7146,18,3952,19,7146,6657,100,6709,6709,Inter,0.9922492174690714
L18N3952_L21N7573,21,7573,18,3952,4564,100,6611,6709,Inter,0.6802802205991951
L18N3952_L22N4543,22,4543,18,3952,4663,100,6829,6709,Inter,0.6828232537706839
L18N3952_L4N289,18,3952,4,289,6615,99.97,6709,6709,Inter,0.9856931733492323
L18N404_L18N6749,18,404,18,6749,2064,100,2365,2365,Intra,0.8727272727272727
L18N404_L20N7265,18,404,20,7265,2060,100,2365,2365,Inter,0.8710359408033826
L18N404_L21N7650,21,7650,18,404,2137,99.906,2365,2365,Inter,0.9027447019027485
L18N6702_L19N7146,18,6702,19,7146,4434,100,6709,6709,Inter,0.6609032642718736
L18N6702_L21N7573,18,6702,21,7573,4432,100,6709,6611,Inter,0.9937397525711731
L18N6702_L22N4543,22,4543,18,6702,4551,100,6829,6709,Inter,0.6664226094596574
L18N6702_L4N289,4,289,18,6702,4481,100,6709,6709,Inter,0.6679087792517514
L18N6702_L4N3952,4,3952,18,6702,4381,100,6709,6709,Inter,0.6530034282307349
L18N6705_L20N7207,18,6705,20,7207,3383,98.877,4350,4350,Inter,0.7689675655172413
L18N6706_L20N7289,18,6706,20,7289,2035,99.853,4038,2030,Inter,0.5032215329370975
L18N6706_L21N7662,18,6706,21,7662,2328,99.957,4038,2328,Inter,0.5762751263001485
L18N6706_L22N8187,22,8187,18,6706,2160,99.907,2160,4038,Inter,0.5344208023774145
L18N6706_L5N407,5,407,18,6706,2328,99.828,2328,4038,Inter,0.575531411589896
L18N6706_L9N2623,9,2623,18,6706,1711,99.766,2160,4038,Inter,0.4227331005448242
L18N6709_L20N7209,18,6709,20,7209,3306,98.639,3578,3792,Inter,0.8599697626582278
L18N6709_L22N8103,18,6709,22,8103,2459,98.048,3578,3550,Inter,0.6738402235885971
L18N6709_L4N290,18,6709,4,290,2727,98.46,3578,3572,Inter,0.7504204024594745
L18N6709_L8N1354,18,6709,8,1354,3567,98.178,3578,3572,Inter,0.9787616713247623
L18N6711_L22N8209,18,6711,22,8209,1318,98.71,3505,2014,Inter,0.371183395149786
L18N6711_L5N421,18,6711,5,421,1470,98.231,3505,2136,Inter,0.41198165477888726
L18N6712_L22N8105,22,8105,18,6712,2679,99.851,3383,3383,Inter,0.7907207478569318
L18N6714_L22N8117,22,8117,18,6714,1573,99.936,3052,3088,Inter,0.5090651813471503
L18N6715_L1N140,1,140,18,6715,2555,99.922,2977,3086,Inter,0.8272868114063513
L18N6715_L20N7219,18,6715,20,7219,2166,99.908,3086,2977,Inter,0.7012337265068049
L18N6715_L22N8122,18,6715,22,8122,1864,99.893,3086,2977,Inter,0.603371847051199
L18N6715_L3N201,3,201,18,6715,1630,100,2977,3086,Inter,0.5281918340894362
L18N6715_L4N291,4,291,18,6715,1955,99.949,2977,3086,Inter,0.6331830686973429
L18N6715_L6N691,18,6715,6,691,2028,99.951,3086,2977,Inter,0.6568393648736228
L18N6715_L8N140,8,140,18,6715,2555,99.922,2977,3086,Inter,0.8272868114063513
L18N6716_L1N4555,18,6716,1,4555,2068,98.308,3058,3058,Inter,0.6648166906474821
L18N6716_L20N7217,20,7217,18,6716,2779,98.057,3058,3058,Inter,0.8911066154349249
L18N6716_L21N4555,18,6716,21,4555,2068,98.308,3058,3058,Inter,0.6648166906474821
L18N6717_L21N7599,18,6717,21,7599,2288,100,3052,3052,Inter,0.7496723460026212
L18N6717_L5N385,5,385,18,6717,2732,99.305,2978,3052,Inter,0.8889294233289646
L18N6718_L8N1422,18,6718,8,1422,2159,99.907,3009,3009,Inter,0.7168468361581921
L18N6718_L9N2529,18,6718,9,2529,1832,99.836,3009,3200,Inter,0.5715611
L18N6719_L7N1046,7,1046,18,6719,2427,99.959,2938,2938,Inter,0.8257334683458134
L18N6719_L8N1428,18,6719,8,1428,2897,99.931,2938,2938,Inter,0.9853645575221238
L18N6719_L9N2545,9,2545,18,6719,2537,99.961,2938,2938,Inter,0.8631758236895848
L18N6721_L21N7616,21,7616,18,6721,2419,100,2771,2771,Inter,0.8729700469144713
L18N6721_L5N391,5,391,18,6721,2487,100,2771,2771,Inter,0.8975099242150848
L18N6722_L20N7228,18,6722,20,7228,1495,99.398,2747,2750,Inter,0.5403636727272727
L18N6725_L20N7236,18,6725,20,7236,2195,99.499,2651,2651,Inter,0.823841210863825
L18N6725_L21N7622,18,6725,21,7622,1824,100,2651,2651,Inter,0.6880422482082234
L18N6725_L22N8144,18,6725,22,8144,2595,100,2651,2651,Inter,0.978875895888344
L18N6728_L21N7687,21,7687,18,6728,2089,99.426,2124,2617,Inter,0.7936603515475736
L18N6728_L21N7693,21,7693,18,6728,1483,98.449,2091,2617,Inter,0.557890206343141
L18N6732_L21N7629,18,6732,21,7629,1559,100,2581,2580,Inter,0.6040294459511817
L18N6733_L21N7643,18,6733,21,7643,2281,99.079,2552,2389,Inter,0.8855767985893417
L18N6734_L20N7245,20,7245,18,6734,2316,100,2542,2542,Inter,0.911093627065303
L18N6734_L21N7632,18,6734,21,7632,2357,99.83,2542,2542,Inter,0.9256463808025177
L18N6734_L5N398,5,398,18,6734,1385,100,2542,2542,Inter,0.544846577498033
L18N6738_L4N293,18,6738,4,293,2353,100,2449,2484,Inter,0.9472624798711755
L18N6740_L20N7252,18,6740,20,7252,1858,99.946,2443,2442,Inter,0.7601296275071634
L18N6740_L21N7642,21,7642,18,6740,1561,100,2443,2443,Inter,0.6389684813753582
L18N6740_L22N123,22,123,18,6740,1858,100,2443,2443,Inter,0.7605403192795743
L18N6740_L22N4118,22,4118,18,6740,1561,100,2249,2443,Inter,0.6389684813753582
L18N6741_L22N8170,18,6741,22,8170,1612,100,2406,2367,Inter,0.8827919991687448
L18N6742_L20N7257,20,7257,18,6742,1363,99.853,2406,2405,Inter,0.565667660016625
L18N6743_L8N1522,8,1522,18,6743,2187,100,2397,2397,Inter,0.9123904881101377
L18N6743_L9N2592,18,6743,9,2592,1724,100,2397,2397,Inter,0.719232373800584
L18N6744_L20N7273,18,6744,20,7273,1644,99.27,2396,2233,Inter,0.6811347245409015
L18N6744_L21N7651,21,7651,18,6744,1398,97.926,2360,2396,Inter,0.5713712353923206
L18N6744_L6N708,18,6744,6,708,2055,98.735,2396,2405,Inter,0.8436608108108108
L18N6745_L22N8168,22,8168,18,6745,1479,99.932,2386,2386,Inter,0.6194443755238893
L18N6747_L5N402,18,6747,5,402,2177,99.816,2384,2384,Inter,0.9114909060402685
L18N6747_L7N1052,7,1052,18,6747,2067,99.855,2384,2384,Inter,0.8657730075503357
L18N6747_L8N1526,8,1526,18,6747,2284,100,2384,2384,Inter,0.9580536912751678
L18N6747_L9N2594,18,6747,9,2594,2177,99.816,2384,2384,Inter,0.9114909060402685
L18N6749_L20N7265,18,6749,20,7265,2361,100,2365,2365,Inter,0.99830866807611
L18N6749_L21N7650,18,6749,21,7650,1826,100,2365,2365,Inter,0.772093023255814
L18N6749_L5N404,5,404,18,6749,2064,100,2365,2365,Inter,0.8727272727272727
L18N6750_L21N7654,18,6750,21,7654,1565,100,2356,2356,Inter,0.6642614601018676
L18N6750_L22N8172,18,6750,22,8172,1442,100,2356,2356,Inter,0.6120543293718166
L18N6750_L5N406,5,406,18,6750,1313,100,2356,2356,Inter,0.5573005093378608
L18N6751_L22N8176,18,6751,22,8176,834,99.281,2304,2300,Inter,0.6180582552083334
L18N6752_L21N7666,21,7666,18,6752,1998,99.95,2283,2283,Inter,0.8747266754270697
L18N6755_L5N419,18,6755,5,419,2157,100,2165,2202,Inter,0.9795640326975477
L18N6756_L20N7280,18,6756,20,7280,1857,99.946,2146,2146,Inter,0.8648635694315006
L18N6756_L22N8189,18,6756,22,8189,1359,100,2146,2146,Inter,0.6332712022367195
L18N6756_L6N722,6,722,18,6756,1696,99.941,2146,2146,Inter,0.789841267474371
L18N6758_L6N726,6,726,18,6758,2058,99.903,2074,2120,Inter,0.9698130849056604
L18N6759_L21N7688,18,6759,21,7688,2003,100,2114,2114,Inter,0.9474929044465469
L18N6759_L22N8193,18,6759,22,8193,1433,100,2114,2114,Inter,0.6778618732261117
L18N6759_L5N422,5,422,18,6759,1943,99.949,2114,2114,Inter,0.9186419441816461
L18N6759_L8N1582,18,6759,8,1582,1385,100,2114,2114,Inter,0.6551561021759698
L18N6760_L8N1584,18,6760,8,1584,1620,99.877,2108,2108,Inter,0.7675556925996205
L18N6762_L21N7682,18,6762,21,7682,2034,98.427,2091,2134,Inter,0.9381467572633553
L18N6762_L22N8197,18,6762,22,8197,1766,100,2091,2091,Inter,0.844571975131516
L18N6762_L5N414,5,414,18,6762,1501,99.6,2220,2091,Inter,0.6734216216216216
L18N6762_L6N724,18,6762,6,724,1435,98.188,2091,2091,Inter,0.6738392156862745
L18N6762_L9N2639,9,2639,18,6762,1246,97.833,2078,2091,Inter,0.5829742611190819
L18N6763_L20N7283,18,6763,20,7283,1895,100,2088,2088,Inter,0.9075670498084292
L18N6763_L21N7695,18,6763,21,7695,1237,100,2088,2088,Inter,0.5924329501915708
L18N6763_L22N8199,18,6763,22,8199,1722,99.942,2088,2088,Inter,0.8242343103448275
L18N6763_L8N1593,8,1593,18,6763,1082,100,2088,2088,Inter,0.5181992337164751
L18N6764_L22N8181,18,6764,22,8181,1357,100,2058,2245,Inter,0.6044543429844098
L18N6765_L21N7701,21,7701,18,6765,1592,100,2065,2058,Inter,0.7709443099273607
L18N6765_L5N428,5,428,18,6765,2059,100,2072,2058,Inter,0.9937258687258688
L18N6765_L9N2642,9,2642,18,6765,1937,100,2065,2058,Inter,0.9380145278450364
L18N6767_L22N8204,22,8204,18,6767,1967,99.288,2047,2044,Inter,0.9540766780654616
L18N6767_L6N728,6,728,18,6767,1968,99.187,2045,2044,Inter,0.9545233056234719
L18N6768_L5N430,18,6768,5,430,2042,93.976,2042,2062,Inter,0.9306449660523763
L18N6768_L6N704,18,6768,6,704,1195,95.9,2042,2487,Inter,0.46079815038198635
L18N6769_L22N8206,18,6769,22,8206,1884,100,2039,2039,Inter,0.9239823442864149
L18N6770_L21N7694,18,6770,21,7694,1103,97.824,2038,2089,Inter,0.5165144662517951
L18N6772_L6N731,18,6772,6,731,1138,99.736,2029,2017,Inter,0.559386732380483
L18N6773_L21N7711,21,7711,18,6773,1416,99.082,2011,2008,Inter,0.6976634112381899
L18N78_L21N7595,21,7595,18,78,3126,99.968,3126,3126,Inter,0.99968
L18N78_L22N78,18,78,22,78,3126,100,3126,3126,Inter,1
L18N78_L8N56,8,56,18,78,3106,100,3106,3126,Inter,0.9936020473448497
L18N78_L8N78,8,78,18,78,3126,100,3126,3126,Inter,1
L19N7146_L21N7573,19,7146,21,7573,4511,100,6709,6611,Inter,0.9937397525711731
L19N7146_L22N4543,22,4543,19,7146,4609,100,6829,6709,Inter,0.6749158002635818
L19N7146_L4N289,19,7146,4,289,6667,99.97,6709,6709,Inter,0.9934416306454018
L19N7146_L4N3952,4,3952,19,7146,6657,100,6709,6709,Inter,0.9922492174690714
L1N140_L20N7219,1,140,20,7219,2588,100,2977,2977,Inter,0.8693315418206248
L1N140_L22N8122,1,140,22,8122,1700,100,2977,2977,Inter,0.5710446758481693
L1N140_L3N201,1,140,3,201,2052,100,2977,2977,Inter,0.6892845146120256
L1N140_L4N291,1,140,4,291,2377,100,2977,2977,Inter,0.7984548202888814
L1N140_L6N691,1,140,6,691,2450,100,2977,2977,Inter,0.8229761504870675
L1N140_L8N6715,8,6715,1,140,2555,99.922,3086,2977,Inter,0.8272868114063513
L1N141_L20N7250,1,141,20,7250,1459,100,2449,2449,Inter,0.5957533687219273
L1N141_L22N8165,22,8165,1,141,1421,100,2411,2449,Inter,0.5802368313597387
L1N141_L4N294,1,141,4,294,2208,100,2449,2449,Inter,0.9015924867292773
L1N141_L5N415,1,141,5,415,1422,100,2449,2220,Inter,0.5806451612903226
L1N141_L8N1486,1,141,8,1486,1947,99.538,2449,2586,Inter,0.7494218329466357
L1N4555_L20N7217,20,7217,1,4555,1788,99.72,3058,3058,Inter,0.5830587311968607
L1N4555_L3N200,3,200,1,4555,1819,99.505,3058,3058,Inter,0.5918887998691955
L20N124_L22N8180,20,124,22,8180,1921,99.896,2069,2247,Inter,0.8540285536270583
L20N124_L3N211,20,124,3,211,1781,100,2069,2069,Inter,0.8608023199613339
L20N141_L20N7250,20,141,20,7250,1459,100,2449,2449,Intra,0.5957533687219273
L20N141_L22N8165,22,8165,20,141,1421,100,2411,2449,Inter,0.5802368313597387
L20N141_L4N294,20,141,4,294,2208,100,2449,2449,Inter,0.9015924867292773
L20N141_L5N415,20,141,5,415,1422,100,2449,2220,Inter,0.5806451612903226
L20N141_L8N1486,20,141,8,1486,1947,99.538,2449,2586,Inter,0.7494218329466357
L20N22_L5N22,5,22,20,22,2985,100,2985,2985,Inter,1
L20N22_L6N690,20,22,6,690,2270,100,2985,2985,Inter,0.7604690117252931
L20N33_L21N7629,20,33,21,7629,1547,100,2580,2580,Inter,0.5996124031007752
L20N33_L22N8155,22,8155,20,33,2581,99.961,2581,2580,Inter,0.99961
L20N33_L6N33,6,33,20,33,2580,100,2580,2580,Inter,1
L20N4_L20N7210,20,7210,20,4,2125,100,3385,3385,Intra,0.6277695716395865
L20N4_L3N4,20,4,3,4,3385,100,3385,3385,Inter,1
L20N7206_L9N2485,9,2485,20,7206,2852,98.282,4383,4618,Inter,0.6069732871372888
L20N7209_L22N8103,20,7209,22,8103,2946,99.728,3792,3550,Inter,0.7747855696202531
L20N7209_L4N290,4,290,20,7209,3214,99.658,3572,3792,Inter,0.8446751371308017
L20N7209_L8N1354,8,1354,20,7209,3311,99.305,3572,3792,Inter,0.8670855880801688
L20N7210_L3N4,20,7210,3,4,2125,100,3385,3385,Inter,0.6277695716395865
L20N7211_L22N8111,20,7211,22,8111,2937,99.932,3336,3228,Inter,0.8797970143884891
L20N7212_L21N7581,21,7581,20,7212,3546,98.505,3571,3293,Inter,0.978153822458695
L20N7212_L6N686,6,686,20,7212,3463,98.845,3463,3293,Inter,0.9884499999999999
L20N7215_L22N8094,20,7215,22,8094,3136,100,3136,6559,Inter,0.4781216648879402
L20N7217_L21N4555,20,7217,21,4555,1788,99.72,3058,3058,Inter,0.5830587311968607
L20N7218_L22N8121,22,8121,20,7218,2187,99.954,2984,2984,Inter,0.7325717091152815
L20N7219_L22N8122,20,7219,22,8122,2090,100,2977,2977,Inter,0.7020490426603964
L20N7219_L3N201,3,201,20,7219,2442,100,2977,2977,Inter,0.8202888814242526
L20N7219_L4N291,4,291,20,7219,2767,100,2977,2977,Inter,0.9294591871011085
L20N7219_L6N691,20,7219,6,691,2840,100,2977,2977,Inter,0.9539805172992946
L20N7219_L7N1044,20,7219,7,1044,735,93.197,2977,3064,Inter,0.2235632996083551
L20N7219_L8N1044,20,7219,8,1044,735,93.197,2977,3064,Inter,0.2235632996083551
L20N7219_L8N140,8,140,20,7219,2588,100,2977,2977,Inter,0.8693315418206248
L20N7219_L8N6715,8,6715,20,7219,2166,99.908,3086,2977,Inter,0.7012337265068049
L20N7219_L9N1044,20,7219,9,1044,735,93.197,2977,3064,Inter,0.2235632996083551
L20N7221_L21N7607,20,7221,21,7607,2356,100,2906,2906,Inter,0.8107364074328974
L20N7221_L22N8126,20,7221,22,8126,1781,100,2906,2906,Inter,0.612869924294563
L20N7221_L3N202,20,7221,3,202,2815,99.964,2906,2906,Inter,0.9683367515485203
L20N7221_L5N387,5,387,20,7221,2242,100,2906,2906,Inter,0.7715072264280798
L20N7222_L22N8130,22,8130,20,7222,1922,99.844,2885,2885,Inter,0.6651652270363951
L20N7223_L22N8113,20,7223,22,8113,2135,100,2875,3165,Inter,0.674565560821485
L20N7223_L5N382,5,382,20,7223,2875,99.757,3181,2875,Inter,0.9016075919522164
L20N7223_L6N688,6,688,20,7223,2719,98.639,3214,2875,Inter,0.8344724362165526
L20N7223_L8N1391,8,1391,20,7223,2216,99.278,3214,2875,Inter,0.6845054387056628
L20N7224_L8N3576,8,3576,20,7224,2409,99.668,2676,2865,Inter,0.8380461151832461
L20N7224_L8N58,8,58,20,7224,2405,99.667,2668,2865,Inter,0.8366461954624782
L20N7227_L21N7613,20,7227,21,7613,2134,100,2797,2797,Inter,0.7629603146228101
L20N7227_L22N8136,20,7227,22,8136,1650,100,2797,2797,Inter,0.5899177690382553
L20N7227_L5N23,5,23,20,7227,2797,99.964,2797,2797,Inter,0.99964
L20N7228_L3N207,3,207,20,7228,679,92.931,2704,2750,Inter,0.22945508727272726
L20N7228_L9N2564,9,2564,20,7228,831,98.917,2751,2750,Inter,0.298800534351145
L20N7229_L21N7617,21,7617,20,7229,2198,99.591,2729,2728,Inter,0.8021290509344082
L20N7230_L22N8137,20,7230,22,8137,2393,99.958,2700,2747,Inter,0.8707662686567165
L20N7231_L22N8141,20,7231,22,8141,2293,98.386,2689,2688,Inter,0.8389702417255485
L20N7236_L21N7622,20,7236,21,7622,2282,99.518,2651,2651,Inter,0.8566581516408901
L20N7236_L22N8144,22,8144,20,7236,2251,99.511,2651,2651,Inter,0.8449613768389286
L20N7238_L5N375,5,375,20,7238,2617,100,5883,2617,Inter,0.4448410674825769
L20N7240_L21N7628,21,7628,20,7240,1908,99.948,2594,2594,Inter,0.7351610794140323
L20N7240_L22N8151,20,7240,22,8151,2347,99.957,2594,2594,Inter,0.9043912066306862
L20N7240_L5N397,5,397,20,7240,1781,100,2594,2594,Inter,0.6865844255975327
L20N7242_L21N7631,20,7242,21,7631,1384,100,2571,2570,Inter,0.5383119408790354
L20N7244_L22N8159,20,7244,22,8159,963,96.989,2542,2508,Inter,0.36742882376081826
L20N7245_L21N7632,20,7245,21,7632,2502,99.84,2542,2542,Inter,0.9826895357985839
L20N7245_L5N398,5,398,20,7245,1611,100,2542,2542,Inter,0.6337529504327302
L20N7248_L21N7630,21,7630,20,7248,2278,99.956,2570,2485,Inter,0.8859913151750972
L20N7250_L21N141,21,141,20,7250,1459,100,2449,2449,Inter,0.5957533687219273
L20N7250_L22N141,22,141,20,7250,1459,100,2449,2449,Inter,0.5957533687219273
L20N7250_L22N8165,20,7250,22,8165,2411,100,2449,2411,Inter,0.9844834626378114
L20N7250_L3N199,3,199,20,7250,2047,96.483,3246,2449,Inter,0.6084433179297597
L20N7250_L4N294,4,294,20,7250,1295,99.846,2449,2449,Inter,0.5279729277256023
L20N7250_L5N141,5,141,20,7250,1459,100,2449,2449,Inter,0.5957533687219273
L20N7250_L5N415,20,7250,5,415,2221,100,2449,2220,Inter,0.9069007758268681
L20N7250_L8N141,8,141,20,7250,1459,100,2449,2449,Inter,0.5957533687219273
L20N7250_L8N1486,8,1486,20,7250,1694,99.351,2586,2449,Inter,0.6508143619489559
L20N7250_L9N141,9,141,20,7250,1459,100,2449,2449,Inter,0.5957533687219273
L20N7252_L21N7642,20,7252,21,7642,1524,100,2442,2443,Inter,0.6238231682357757
L20N7252_L22N123,22,123,20,7252,2443,99.959,2443,2442,Inter,0.99959
L20N7252_L22N4118,20,7252,22,4118,1330,100,2442,2249,Inter,0.5446355446355446
L20N7253_L6N695,20,7253,6,695,995,99.598,2431,2903,Inter,0.6823979469514296
L20N7254_L22N8183,20,7254,22,8183,2213,100,2429,2213,Inter,0.9110745162618361
L20N7254_L5N400,5,400,20,7254,2250,100,2429,2429,Inter,0.9263071222725402
L20N7254_L6N707,6,707,20,7254,1748,100,2429,2429,Inter,0.7196377109921779
L20N7255_L22N408,20,7255,22,408,905,93.591,2422,2312,Inter,0.3497103839801816
L20N7255_L22N8173,20,7255,22,8173,905,93.591,2422,2350,Inter,0.3497103839801816
L20N7255_L5N408,20,7255,5,408,905,93.591,2422,2312,Inter,0.3497103839801816
L20N7259_L22N8179,20,7259,22,8179,2261,99.779,2393,2271,Inter,0.9427510196406185
L20N7261_L21N7637,20,7261,21,7637,1976,100,2384,2487,Inter,0.7945315641334941
L20N7261_L22N8162,20,7261,22,8162,1749,100,2384,2487,Inter,0.7032569360675512
L20N7262_L22N8169,22,8169,20,7262,1291,99.923,2376,2376,Inter,0.5429317887205387
L20N7262_L6N709,6,709,20,7262,1513,99.934,2376,2376,Inter,0.636364234006734
L20N7263_L8N1539,8,1539,20,7263,875,97.829,2317,2368,Inter,0.3614880701013513
L20N7264_L5N405,5,405,20,7264,1448,99.862,2365,2365,Inter,0.6114172346723044
L20N7265_L21N7650,20,7265,21,7650,1822,100,2365,2365,Inter,0.7704016913319239
L20N7265_L5N404,5,404,20,7265,2060,100,2365,2365,Inter,0.8710359408033826
L20N7266_L3N8,3,8,20,7266,2421,99.174,2421,2347,Inter,0.9917400000000001
L20N7270_L21N7640,21,7640,20,7270,1806,99.336,2466,2295,Inter,0.9270102149229521
L20N7273_L21N7651,21,7651,20,7273,1606,99.564,2360,2233,Inter,0.9415239745762711
L20N7273_L6N708,6,708,20,7273,1993,99.298,2405,2233,Inter,0.8228728232848233
L20N7275_L21N7671,20,7275,21,7671,1955,98.67,2218,2218,Inter,0.8697017583408476
